Uid,Time,Symbol,C/P,Trade,Side,Str,Spot,Exp,Size,Prems,Price,Bid,Ask,Vol,OI,Ivol,Label,Events,Details
14475807,2023-02-06 10:27:11,TSLA,CALL,,TO ASK,195,192.12,2023-02-10,60,39.36K,6.56,6.5,6.6,26921,8851,94.29,,,
14475806,2023-02-06 10:27:11,VIX,CALL,,TO BID,31,23.33,2023-10-18,200,49.80K,2.49,2.19,2.81,200,644,63.05,,,
14475805,2023-02-06 10:27:11,VIX,CALL,,,31,23.23,2023-09-20,200,46.60K,2.33,2.25,2.41,200,640,64.93,,,
14475804,2023-02-06 10:27:08,TSLA,CALL,SWEEP,ABV ASK,195,192.09,2023-02-10,63,41.55K,6.6,6.5,6.55,26861,8851,94.34,,,
14475802,2023-02-06 10:27:08,BEKE,PUT,,,17.5,17.68,2023-07-21,100,27.10K,2.71,2.66,2.77,103,4740,63.74,,,
14475803,2023-02-06 10:27:06,QQQ,PUT,SWEEP,AT ASK,310,303.06,2023-03-17,102,129.23K,12.67,12.66,12.67,2100,15347,23.88,,,
14475801,2023-02-06 10:27:05,SPX,PUT,,TO ASK,2400,4187.59,2023-09-15,400,480.00K,12,11.8,12.1,2050,8020,39.02,SPREAD,,
14475800,2023-02-06 10:27:05,SPX,PUT,,,1900,4187.59,2023-09-15,200,115.00K,5.75,5.6,5.9,4000,9216,47.58,SPREAD,,
14475799,2023-02-06 10:27:05,SPX,PUT,,TO ASK,2400,4187.59,2023-09-15,100,120.00K,12,11.8,12.1,2150,8020,39.02,SPREAD,,
14475798,2023-02-06 10:27:05,SPX,PUT,,,1900,4187.59,2023-09-15,800,460.00K,5.75,5.6,5.9,3800,9216,47.58,SPREAD,,
14475796,2023-02-06 10:27:05,SPY,PUT,,TO BID,429,408.94,2023-03-10,150,309.90K,20.66,20.59,20.81,3010,552,15.42,,,
14475795,2023-02-06 10:27:05,SPY,PUT,,,410,408.94,2023-03-17,150,145.05K,9.67,9.66,9.68,2894,27645,17.71,,,
14475797,2023-02-06 10:27:03,SDS,PUT,SPLIT,TO BID,50,40.31,2024-01-19,100,133.50K,13.35,13,13.9,459,34,47.43,OPENING,,
14475794,2023-02-06 10:27:02,DIS,PUT,SWEEP,TO ASK,110,108.83,2023-03-17,100,54.50K,5.45,5.35,5.5,387,5817,35.72,,,
14475793,2023-02-06 10:27:02,SPY,CALL,SWEEP,,414,408.9,2023-02-10,200,33.80K,1.69,1.68,1.7,2758,3969,20.28,,,
14475791,2023-02-06 10:27:02,SPY,PUT,,TO BID,429,408.93,2023-03-10,150,310.35K,20.69,20.59,20.81,2860,552,15.5,,,
14475790,2023-02-06 10:27:02,SPY,PUT,,AT BID,410,408.93,2023-03-17,150,144.90K,9.66,9.66,9.68,2744,27645,17.68,,,
14475789,2023-02-06 10:27:01,IWM,PUT,,AT ASK,192,193.99,2023-03-03,150,50.25K,3.35,3.33,3.35,151,1655,22.21,,,
14475785,2023-02-06 10:27:00,AR,PUT,,TO ASK,25,26.5,2025-01-17,50,27.75K,5.55,5.45,5.6,57,1154,51.73,,,
14475788,2023-02-06 10:26:59,SNAP,PUT,SWEEP,AT BID,13,11.31,2023-07-21,300,87.60K,2.92,2.92,2.93,711,1167,66.1,,,
14475787,2023-02-06 10:26:58,ATVI,PUT,SWEEP,AT ASK,70,71.92,2023-03-17,153,44.68K,2.92,2.83,2.92,215,81062,43.56,,Pre-Earnings,
14475786,2023-02-06 10:26:58,BAC,PUT,SWEEP,AT ASK,36,36.12,2023-02-17,600,34.80K,0.58,0.57,0.58,2037,7351,26.4,,,
14475782,2023-02-06 10:26:58,SPY,PUT,,AT BID,366,408.95,2023-03-17,349,46.42K,1.33,1.33,1.34,774,9527,25.53,,,
14475781,2023-02-06 10:26:58,SPY,PUT,,AT ASK,371,408.95,2023-03-17,349,57.93K,1.66,1.65,1.66,1214,12011,24.62,,,
14475779,2023-02-06 10:26:58,TSLA,CALL,,AT BID,200,192.16,2023-02-10,90,43.20K,4.8,4.8,4.9,57577,28709,95.7,,,
14475783,2023-02-06 10:26:57,SPY,CALL,SWEEP,AT BID,415,408.95,2023-02-10,200,28.00K,1.4,1.4,1.41,9051,41290,20.08,,,
14475777,2023-02-06 10:26:57,TSLA,CALL,,TO BID,175,192.18,2023-02-17,100,215.70K,21.57,21.45,21.75,792,10902,82.69,,,
14475780,2023-02-06 10:26:56,TSLA,CALL,SWEEP,BLW BID,200,192.17,2023-02-10,272,130.77K,4.81,4.85,4.9,57663,28709,96.28,,,
14475776,2023-02-06 10:26:56,SPX,PUT,,,4100,4102.63,2023-02-10,400,1.40M,35.1,35,35.2,1479,2682,20.67,SPREAD,,
14475775,2023-02-06 10:26:56,SPX,CALL,,BLW BID,4100,4102.86,2023-02-09,400,1.37M,34.25,34.3,34.6,1430,261,21.31,OPEN SPREAD,,
14475774,2023-02-06 10:26:56,SPX,PUT,,TO ASK,4100,4102.63,2023-02-10,100,351.00K,35.1,34.9,35.2,1079,2682,20.67,SPREAD,,
14475773,2023-02-06 10:26:56,SPX,CALL,,BLW BID,4100,4102.86,2023-02-09,100,342.50K,34.25,34.3,34.6,1030,261,21.31,SPREAD,,
14475772,2023-02-06 10:26:56,SPX,PUT,,TO ASK,4100,4102.63,2023-02-10,100,351.00K,35.1,34.9,35.2,979,2682,20.67,SPREAD,,
14475771,2023-02-06 10:26:56,SPX,CALL,,BLW BID,4100,4102.86,2023-02-09,100,342.50K,34.25,34.3,34.6,930,261,21.31,SPREAD,,
14475770,2023-02-06 10:26:56,SPX,PUT,,,4100,4102.86,2023-02-09,100,314.50K,31.45,31.3,31.6,793,244,21.35,SPREAD,,
14475769,2023-02-06 10:26:56,SPX,CALL,,BLW BID,4100,4102.63,2023-02-10,100,377.50K,37.75,37.8,38.1,813,3322,20.68,SPREAD,,
14475778,2023-02-06 10:26:55,AI,CALL,SWEEP,AT BID,35,28.62,2023-02-17,141,43.71K,3.1,3.1,3.4,1285,528,259.42,,,
14475767,2023-02-06 10:26:53,VIX,CALL,,,40,22.22,2023-06-21,500,49.50K,0.99,0.97,1.02,122564,37706,86.34,,,
14475766,2023-02-06 10:26:53,VIX,CALL,,,30,22.22,2023-06-21,500,90.50K,1.81,1.78,1.84,122566,52515,76.29,,,
14475768,2023-02-06 10:26:52,SPY,CALL,SWEEP,,420,408.94,2023-03-17,160,79.51K,4.97,4.95,4.97,2184,62425,16.31,,,
14475765,2023-02-06 10:26:52,UPST,CALL,,AT BID,20.5,20.74,2023-02-17,100,26.00K,2.6,2.6,2.82,122,246,183.32,,,
14475764,2023-02-06 10:26:49,EEM,PUT,SWEEP,AT ASK,37,40.02,2023-03-31,1389,52.78K,0.38,0.34,0.38,2001,15003,25.19,,,
14475763,2023-02-06 10:26:49,ENPH,CALL,SWEEP,TO ASK,270,226.38,2023-02-10,308,93.57K,3.04,2.98,3.05,1059,299,152.61,OPENING,,
14475761,2023-02-06 10:26:47,MSFT,CALL,SWEEP,TO BID,315,255.66,2023-07-21,158,43.45K,2.75,2.72,2.85,471,698,24.32,,,
14475760,2023-02-06 10:26:46,SOUN,PUT,SWEEP,AT ASK,4,3.9,2023-02-17,283,25.47K,0.9,0.85,0.9,1352,11,306.56,OPENING,,
14475759,2023-02-06 10:26:45,JD,PUT,SWEEP,TO ASK,55,55.97,2023-03-17,100,30.90K,3.09,3,3.1,116,6619,50.95,,,
14475757,2023-02-06 10:26:45,EWZ,PUT,SWEEP,AT ASK,29.5,27.98,2023-02-10,198,31.28K,1.58,1.56,1.58,834,4998,41.71,,,
14475755,2023-02-06 10:26:45,SOUN,CALL,,AT BID,4,3.89,2023-03-17,800,104.00K,1.3,1.3,1.4,1691,500,279.59,OPENING,,
14475756,2023-02-06 10:26:44,TQQQ,CALL,SPLIT,TO ASK,22,24.73,2023-02-10,200,58.80K,2.94,2.9,2.96,266,2507,103.94,,,
14475751,2023-02-06 10:26:44,META,CALL,,AT BID,205,187.75,2023-03-03,206,62.83K,3.05,3.05,3.1,882,1577,43.82,,,
14475754,2023-02-06 10:26:43,AMZN,CALL,SWEEP,AT BID,107,101.59,2023-02-10,497,28.33K,0.57,0.57,0.58,5590,4460,51.76,,,
14475753,2023-02-06 10:26:43,AMZN,PUT,SWEEP,AT ASK,105,101.64,2023-02-10,78,33.15K,4.25,4.2,4.25,1928,5310,49.98,,,
14475752,2023-02-06 10:26:42,CCL,CALL,SPLIT,AT ASK,15,11.65,2024-06-21,200,40.00K,2,1.94,2,255,15174,51.41,,,
14475747,2023-02-06 10:26:42,XOM,CALL,,TO BID,75,110.86,2025-06-20,749,2.98M,39.77,38.5,41.5,810,7,33.07,OPENING,,
14475746,2023-02-06 10:26:42,XOM,CALL,,TO ASK,65,110.86,2025-01-17,749,3.56M,47.59,46.2,48.4,754,1781,37.57,,,
14475749,2023-02-06 10:26:40,QQQ,PUT,SWEEP,,280,303.13,2023-02-17,2305,152.95K,0.66,0.66,0.67,3683,130165,33.47,,,
14475748,2023-02-06 10:26:40,THO,PUT,SWEEP,BLW BID,75,98.36,2024-01-19,250,162.49K,6.5,6.5,6.8,250,274,49.68,,,
14475745,2023-02-06 10:26:40,TSLA,CALL,,AT ASK,290,192.21,2024-01-19,50,99.25K,19.85,19.75,19.85,430,9204,57.54,,,
14475743,2023-02-06 10:26:40,SPY,PUT,,TO BID,429,408.93,2023-03-10,250,516.75K,20.67,20.61,20.82,2710,552,15.42,,,
14475742,2023-02-06 10:26:40,SPY,PUT,,,414,408.93,2023-03-17,250,289.25K,11.57,11.55,11.58,564,4459,17.13,,,
14477126,2023-02-06 10:26:37,VIX,CALL,CANCL,BLW BID,30,22.22,2023-06-21,500,88.50K,1.77,1.78,1.84,122066,52515,75.48,,,
14475741,2023-02-06 10:26:37,NVDA,CALL,SPLIT,TO BID,217.5,210.34,2023-06-16,99,234.13K,23.65,23.6,23.85,105,418,50.05,,,
14477122,2023-02-06 10:26:36,VIX,CALL,CANCL,TO BID,40,22.22,2023-06-21,1000,98.00K,0.98,0.97,1.02,122064,37706,86.08,,,
14475740,2023-02-06 10:26:36,ENPH,CALL,SWEEP,ABV ASK,275,226.4,2023-02-10,369,91.19K,2.47,2.32,2.45,1293,247,153.37,OPENING,,
14475739,2023-02-06 10:26:36,QQQ,PUT,SWEEP,ABV ASK,305,303.19,2023-02-07,120,44.79K,3.73,3.71,3.72,3032,1264,38.37,,,
14475738,2023-02-06 10:26:36,SPY,PUT,SWEEP,AT ASK,370,408.98,2023-03-17,258,40.76K,1.58,1.57,1.58,1500,94121,24.78,,,
14475732,2023-02-06 10:26:36,VIX,CALL,,,30,22.22,2023-06-21,196,35.48K,1.81,1.78,1.83,121762,52515,76.31,,,
14475731,2023-02-06 10:26:36,VIX,CALL,,,30,22.22,2023-06-21,163,29.50K,1.81,1.78,1.83,121925,52515,76.31,,,
14475730,2023-02-06 10:26:36,TSM,CALL,,AT BID,95,91.05,2023-04-21,79,29.23K,3.7,3.7,3.75,142,4423,31.24,,,
14475727,2023-02-06 10:26:35,SPY,PUT,,TO ASK,429,409,2023-03-10,250,516.00K,20.64,20.52,20.74,2460,552,15.58,,,
14475726,2023-02-06 10:26:35,SPY,PUT,,AT ASK,414,409,2023-03-17,250,288.25K,11.53,11.5,11.53,314,4459,17.14,,,
14475725,2023-02-06 10:26:34,TQQQ,PUT,,,20,24.78,2023-06-16,500,102.50K,2.05,2.03,2.07,654,5659,78.04,,,
14475724,2023-02-06 10:26:34,BA,PUT,,AT BID,205,204.91,2023-08-18,50,90.00K,18,18,18.2,55,200,34.23,,,
14475729,2023-02-06 10:26:33,AAPL,CALL,SWEEP,,165,151.62,2023-02-17,1000,29.14K,0.29,0.28,0.29,6251,27110,32.87,,,
14475728,2023-02-06 10:26:33,SPY,PUT,SPLIT,AT BID,410,409.04,2023-02-07,100,29.40K,2.94,2.94,2.96,18507,5408,25.68,,,
14475723,2023-02-06 10:26:33,PINS,CALL,,TO BID,19,27.34,2023-02-17,50,42.00K,8.4,8.35,8.5,50,935,88.52,,Pre-Earnings,
14475722,2023-02-06 10:26:31,BAC,PUT,,AT ASK,36,36.12,2023-02-17,500,29.00K,0.58,0.57,0.58,1437,7351,26.4,,,
14475721,2023-02-06 10:26:29,SPY,CALL,SWEEP,AT BID,410,409.07,2023-02-08,155,39.22K,2.53,2.53,2.54,7229,1502,22.78,,,
14475720,2023-02-06 10:26:28,SPX,CALL,SPLIT,AT ASK,4125,4102.88,2023-02-08,280,540.40K,19.3,19.2,19.3,452,328,22.62,,,
14475719,2023-02-06 10:26:26,TSLA,CALL,SWEEP,AT ASK,195,192.4,2023-02-10,206,138.02K,6.7,6.65,6.7,26732,8851,94.45,,,
14475718,2023-02-06 10:26:25,TSLA,CALL,SWEEP,AT ASK,197.5,192.36,2023-02-17,52,47.06K,9.05,9,9.05,3440,3802,82.77,,,
14475717,2023-02-06 10:26:25,TSLA,CALL,SPLIT,AT ASK,290,192.34,2024-01-19,150,298.50K,19.9,19.75,19.9,380,9204,57.55,,,
14475716,2023-02-06 10:26:25,TSLA,CALL,SWEEP,ABV ASK,215,192.31,2023-02-10,134,25.54K,1.91,1.89,1.9,10403,7354,103.21,,,
14475713,2023-02-06 10:26:25,TSLA,CALL,,AT ASK,350,192.39,2023-09-15,50,36.00K,7.2,7.1,7.2,62,17646,62.22,,,
14475714,2023-02-06 10:26:23,ENPH,CALL,SWEEP,,270,226.2,2023-02-10,300,86.73K,2.89,2.89,2.9,750,299,151.59,OPENING,,
14475709,2023-02-06 10:26:23,SOUN,PUT,,,6,3.9,2023-07-21,138,51.75K,3.75,3.7,3.8,1095,0,215.67,OPENING,,
14475704,2023-02-06 10:26:20,SPX,PUT,,TO BID,4020,4128.14,2023-04-21,114,1.04M,91.08,90.9,91.3,128,115,19.03,,,
14475708,2023-02-06 10:26:19,SPY,CALL,SWEEP,BLW BID,408,409.04,2023-02-07,170,51.71K,3.04,3.05,3.07,3494,1454,26.05,,,
14475705,2023-02-06 10:26:19,XLV,PUT,SWEEP,TO ASK,135.5,132.41,2023-02-17,109,36.48K,3.35,3.2,3.35,146,108,15.16,OPENING,,
14475702,2023-02-06 10:26:19,SPY,PUT,,TO BID,429,409.04,2023-03-10,150,308.70K,20.58,20.52,20.72,2210,552,15.45,,,
14475701,2023-02-06 10:26:19,SPY,PUT,,,416,409.04,2023-03-17,150,188.55K,12.57,12.55,12.58,540,3774,16.87,,,
14475700,2023-02-06 10:26:18,PDD,PUT,,AT ASK,100,90.67,2023-02-10,150,144.00K,9.6,9.35,9.6,182,934,72.42,,,
14475703,2023-02-06 10:26:17,MSFT,CALL,SPLIT,,315,255.79,2023-07-21,246,68.29K,2.78,2.7,2.84,267,698,24.35,,,
14475699,2023-02-06 10:26:16,SPY,CALL,SPLIT,AT ASK,407,409.07,2023-02-06,140,35.98K,2.57,2.56,2.57,1849,4489,29.64,,,
14475698,2023-02-06 10:26:16,CVNA,CALL,,AT BID,15,13.36,2023-02-24,150,45.75K,3.05,3.05,3.1,2695,587,314.92,,,
14475697,2023-02-06 10:26:16,SPY,PUT,,TO ASK,429,409.07,2023-03-10,150,309.30K,20.62,20.47,20.7,2060,552,15.72,,,
14475696,2023-02-06 10:26:16,SPY,PUT,,AT ASK,416,409.07,2023-03-17,150,188.55K,12.57,12.53,12.57,390,3774,16.91,,,
14475694,2023-02-06 10:26:14,TSLA,PUT,,,175,192.16,2023-09-15,1310,3.30M,25.2,25.1,25.3,1310,7137,62.79,SPREAD,,
